pipeline_event_id,candidate_id,req_id,source_channel,stage_reached,stage_entry_timestamp,recruiter_id
fc9e0272,CAND_100295,REQ_2003,LinkedIn,Phone Screen,2025-07-06 00:00:00,REC_102
6117793f,CAND_100296,REQ_2016,LinkedIn,Applied,2025-06-07 00:00:00,REC_100
a9d51a6b,CAND_100297,REQ_2008,Employee Referral,Applied,2025-04-25 00:00:00,REC_100
3ab0df16,CAND_100297,REQ_2008,Employee Referral,Phone Screen,2025-05-01 00:00:00,REC_100
d4f5da9d,CAND_100297,REQ_2008,Employee Referral,Technical Interview,2025-05-04 00:00:00,REC_100
9da302ea,CAND_100297,REQ_2008,Employee Referral,Offer Issued,2025-05-16 00:00:00,REC_100
fc9c8dab,CAND_100298,REQ_2026,LinkedIn,Applied,2025-06-29 00:00:00,REC_100
bf16541b,CAND_100299,REQ_2010,Tesla Careers Site,Applied,2025-03-22 00:00:00,REC_101
cc72dad7,CAND_100300,REQ_2031,Tesla Careers Site,Applied,2025-03-15 00:00:00,REC_104
cdb6f772,CAND_100300,REQ_2031,Tesla Careers Site,Phone Screen,2025-03-24 00:00:00,REC_104
2068c9f3,CAND_100300,REQ_2031,Tesla Careers Site,Technical Interview,2025-03-27 00:00:00,REC_104
ddaf9d8e,CAND_100300,REQ_2031,Tesla Careers Site,Offer Issued,2025-04-01 00:00:00,REC_104
041b43ef,CAND_100300,REQ_2031,Tesla Careers Site,Hired,2025-04-09 00:00:00,REC_104
b758731f,CAND_100301,REQ_2013,LinkedIn,Applied,2025-06-05 00:00:00,REC_100
61e04482,CAND_100302,REQ_2016,University Recruiting,Applied,2025-06-18 00:00:00,REC_101
47513d6b,CAND_100302,REQ_2016,University Recruiting,Phone Screen,2025-06-23 00:00:00,REC_101
1c8d2637,CAND_100303,REQ_2013,Tesla Careers Site,Applied,2025-05-28 00:00:00,REC_101
f7702602,CAND_100303,REQ_2013,Tesla Careers Site,Phone Screen,2025-06-01 00:00:00,REC_101
d9ac2f34,CAND_100303,REQ_2013,Tesla Careers Site,Technical Interview,2025-06-15 00:00:00,REC_101
11c9ee66,CAND_100303,REQ_2013,Tesla Careers Site,Offer Issued,2025-06-18 00:00:00,REC_101
b7c4db44,CAND_100304,REQ_2028,Tesla Careers Site,Applied,2025-02-06 00:00:00,REC_103
d125df02,CAND_100305,REQ_2000,Tesla Careers Site,Applied,2025-06-20 00:00:00,REC_104
2711c611,CAND_100305,REQ_2000,Tesla Careers Site,Phone Screen,2025-06-25 00:00:00,REC_104
511b7d84,CAND_100305,REQ_2000,Tesla Careers Site,Technical Interview,2025-07-05 00:00:00,REC_104
366386f8,CAND_100306,REQ_2011,Tesla Careers Site,Applied,2025-05-03 00:00:00,REC_101
09a40639,CAND_100306,REQ_2011,Tesla Careers Site,Phone Screen,2025-05-12 00:00:00,REC_101
f6aea30c,CAND_100306,REQ_2011,Tesla Careers Site,Technical Interview,2025-05-20 00:00:00,REC_101
08c93ddc,CAND_100307,REQ_2022,LinkedIn,Applied,2025-05-21 00:00:00,REC_103
1c75e2c3,CAND_100307,REQ_2022,LinkedIn,Phone Screen,2025-05-29 00:00:00,REC_103
7d502eff,CAND_100307,REQ_2022,LinkedIn,Technical Interview,2025-06-13 00:00:00,REC_103
796feac8,CAND_100307,REQ_2022,LinkedIn,Offer Issued,2025-06-28 00:00:00,REC_103
a3002f31,CAND_100307,REQ_2022,LinkedIn,Hired,2025-07-09 00:00:00,REC_103
754103e9,CAND_100308,REQ_2048,Employee Referral,Applied,2025-01-23 00:00:00,REC_104
0c3c907a,CAND_100309,REQ_2009,LinkedIn,Applied,2025-04-16 00:00:00,REC_100
bbaa5bd3,CAND_100309,REQ_2009,LinkedIn,Phone Screen,2025-04-24 00:00:00,REC_100
6a781c69,CAND_100310,REQ_2030,Tesla Careers Site,Applied,2025-02-15 00:00:00,REC_100
ffbade48,CAND_100311,REQ_2023,X (Twitter) Sourcing,Applied,2025-07-11 00:00:00,REC_101
6f13b401,CAND_100312,REQ_2037,LinkedIn,Applied,2025-02-23 00:00:00,REC_101
d2b18320,CAND_100312,REQ_2037,LinkedIn,Phone Screen,2025-03-08 00:00:00,REC_101
841ca94b,CAND_100313,REQ_2027,Tesla Careers Site,Applied,2025-05-27 00:00:00,REC_101
6d8d0663,CAND_100314,REQ_2025,Employee Referral,Applied,2025-05-16 00:00:00,REC_102
40291c7b,CAND_100314,REQ_2025,Employee Referral,Phone Screen,2025-05-23 00:00:00,REC_102
b1d3f63e,CAND_100314,REQ_2025,Employee Referral,Technical Interview,2025-06-06 00:00:00,REC_102
807f1ad4,CAND_100315,REQ_2002,Employee Referral,Applied,2025-01-29 00:00:00,REC_104
16602601,CAND_100315,REQ_2002,Employee Referral,Phone Screen,2025-02-05 00:00:00,REC_104
2b1bc94b,CAND_100316,REQ_2046,LinkedIn,Applied,2025-05-02 00:00:00,REC_104
8a25e30b,CAND_100316,REQ_2046,LinkedIn,Phone Screen,2025-05-07 00:00:00,REC_104
2540806a,CAND_100316,REQ_2046,LinkedIn,Technical Interview,2025-05-20 00:00:00,REC_104
1626728f,CAND_100316,REQ_2046,LinkedIn,Offer Issued,2025-05-30 00:00:00,REC_104
72c17b1e,CAND_100317,REQ_2042,LinkedIn,Applied,2025-03-10 00:00:00,REC_100
9ea0bee2,CAND_100317,REQ_2042,LinkedIn,Phone Screen,2025-03-12 00:00:00,REC_100
611ea514,CAND_100317,REQ_2042,LinkedIn,Technical Interview,2025-03-22 00:00:00,REC_100
965cd70d,CAND_100317,REQ_2042,LinkedIn,Offer Issued,2025-04-05 00:00:00,REC_100
b3e05ce6,CAND_100318,REQ_2013,X (Twitter) Sourcing,Applied,2025-05-30 00:00:00,REC_103
94b91d33,CAND_100319,REQ_2031,LinkedIn,Applied,2025-03-19 00:00:00,REC_100
49c3b7b7,CAND_100319,REQ_2031,LinkedIn,Phone Screen,2025-04-03 00:00:00,REC_100
3abdc7f8,CAND_100319,REQ_2031,LinkedIn,Technical Interview,2025-04-09 00:00:00,REC_100
9a29685b,CAND_100319,REQ_2031,LinkedIn,Offer Issued,2025-04-23 00:00:00,REC_100
1ddcd04a,CAND_100319,REQ_2031,LinkedIn,Hired,2025-05-08 00:00:00,REC_100
690cecf5,CAND_100320,REQ_2015,LinkedIn,Applied,2025-01-25 00:00:00,REC_100
a2c3c867,CAND_100320,REQ_2015,LinkedIn,Phone Screen,2025-01-30 00:00:00,REC_100
f5f6b759,CAND_100321,REQ_2017,Employee Referral,Applied,2025-02-24 00:00:00,REC_104
7812e204,CAND_100321,REQ_2017,Employee Referral,Phone Screen,2025-03-01 00:00:00,REC_104
1328c39d,CAND_100321,REQ_2017,Employee Referral,Technical Interview,2025-03-05 00:00:00,REC_104
a48a9705,CAND_100322,REQ_2036,,Applied,2025-03-15 00:00:00,REC_103
866faf26,CAND_100322,REQ_2036,,Offer Issued,2025-03-23 00:00:00,REC_103
e8d49d51,CAND_100323,REQ_2002,University Recruiting,Applied,2025-01-17 00:00:00,REC_102
7d39363e,CAND_100324,REQ_2013,Tesla Careers Site,Applied,2025-06-04 00:00:00,REC_100
442225af,CAND_100325,REQ_2001,X (Twitter) Sourcing,Applied,2025-02-20 00:00:00,REC_100
ec123e2f,CAND_100326,REQ_2044,Tesla Careers Site,Applied,2025-03-05 00:00:00,REC_101
aa3b66e2,CAND_100326,REQ_2044,Tesla Careers Site,Phone Screen,2025-03-18 00:00:00,REC_101
b1b9f5fd,CAND_100326,REQ_2044,Tesla Careers Site,Technical Interview,2025-03-25 00:00:00,REC_101
ff9fe775,CAND_100326,REQ_2044,Tesla Careers Site,Offer Issued,2025-04-01 00:00:00,REC_101
42871624,CAND_100327,REQ_2042,Employee Referral,Applied,2025-03-07 00:00:00,REC_101
8a0721a0,CAND_100328,REQ_2035,Employee Referral,Applied,2025-03-19 00:00:00,REC_103
9ebe8ae7,CAND_100328,REQ_2035,Employee Referral,Phone Screen,2025-03-22 00:00:00,REC_103
45418e72,CAND_100329,REQ_2033,LinkedIn,Applied,2025-03-04 00:00:00,REC_102
0a1c86d6,CAND_100330,REQ_2045,LinkedIn,Applied,2025-01-21 00:00:00,REC_101
0cc3a5cc,CAND_100330,REQ_2045,LinkedIn,Phone Screen,2025-01-23 00:00:00,REC_101
47053e76,CAND_100331,REQ_2001,X (Twitter) Sourcing,Applied,2025-02-11 00:00:00,REC_103
2d0977ec,CAND_100331,REQ_2001,X (Twitter) Sourcing,Phone Screen,2025-02-14 00:00:00,REC_103
2aaf70d0,CAND_100332,REQ_2025,LinkedIn,Applied,2025-05-18 00:00:00,REC_101
9db67b9e,CAND_100332,REQ_2025,LinkedIn,Phone Screen,2025-05-29 00:00:00,REC_101
8ca2e386,CAND_100333,REQ_2025,,Applied,2025-06-01 00:00:00,REC_100
0df58815,CAND_100333,REQ_2025,,Phone Screen,2025-06-16 00:00:00,REC_100
2ef56e79,CAND_100333,REQ_2025,,Technical Interview,2025-06-30 00:00:00,REC_100
6efbbcf3,CAND_100334,REQ_2040,LinkedIn,Applied,2025-02-04 00:00:00,REC_100
9d427de3,CAND_100335,REQ_2013,LinkedIn,Applied,2025-05-24 00:00:00,REC_103
82a22100,CAND_100336,REQ_2042,LinkedIn,Applied,2025-02-26 00:00:00,REC_104
7f664860,CAND_100337,REQ_2009,LinkedIn,Applied,2025-04-22 00:00:00,REC_103
26097188,CAND_100338,REQ_2038,Tesla Careers Site,Applied,2025-02-14 00:00:00,REC_103
f5aafe70,CAND_100338,REQ_2038,Tesla Careers Site,Phone Screen,2025-02-24 00:00:00,REC_103
dcc56d09,CAND_100338,REQ_2038,Tesla Careers Site,Technical Interview,2025-03-03 00:00:00,REC_103
066e4804,CAND_100339,REQ_2009,,Applied,2025-04-06 00:00:00,REC_101
38b4a91d,CAND_100339,REQ_2009,,Phone Screen,2025-04-20 00:00:00,REC_101
4198df0c,CAND_100339,REQ_2009,,Technical Interview,2025-04-29 00:00:00,REC_101
60ea5bbd,CAND_100339,REQ_2009,,Offer Issued,2025-05-09 00:00:00,REC_101
48716afe,CAND_100340,REQ_2049,LinkedIn,Applied,2025-02-22 00:00:00,REC_104
b4b1aa7f,CAND_100341,REQ_2036,University Recruiting,Applied,2025-03-19 00:00:00,REC_100
0cb6b30c,CAND_100341,REQ_2036,University Recruiting,Phone Screen,2025-04-03 00:00:00,REC_100
47ef8cf3,CAND_100341,REQ_2036,University Recruiting,Technical Interview,2025-04-18 00:00:00,REC_100
df63c386,CAND_100342,REQ_2021,LinkedIn,Applied,2025-06-21 00:00:00,REC_101
973e6566,CAND_100342,REQ_2021,LinkedIn,Offer Issued,2025-06-28 00:00:00,REC_101
79f5aa7f,CAND_100343,REQ_2044,X (Twitter) Sourcing,Applied,2025-02-22 00:00:00,REC_104
03a2d1ac,CAND_100343,REQ_2044,X (Twitter) Sourcing,Phone Screen,2025-02-25 00:00:00,REC_104
885e7569,CAND_100344,REQ_2032,LinkedIn,Applied,2025-04-28 00:00:00,REC_104
79a4d2da,CAND_100345,REQ_2013,LinkedIn,Applied,2025-06-05 00:00:00,REC_101
23a66950,CAND_100346,REQ_2029,X (Twitter) Sourcing,Applied,2025-06-05 00:00:00,REC_100
95efdeb7,CAND_100347,REQ_2024,Tesla Careers Site,Applied,2025-05-07 00:00:00,REC_102
0fd6bc4a,CAND_100347,REQ_2024,Tesla Careers Site,Phone Screen,2025-05-16 00:00:00,REC_102
c0a4ef2f,CAND_100347,REQ_2024,Tesla Careers Site,Technical Interview,2025-05-28 00:00:00,REC_102
97a23e2f,CAND_100348,REQ_2024,LinkedIn,Applied,2025-05-02 00:00:00,REC_104
6e07b23e,CAND_100349,REQ_2014,LinkedIn,Applied,2025-07-04 00:00:00,REC_102
42e15340,CAND_100350,REQ_2046,LinkedIn,Applied,2025-05-16 00:00:00,REC_104
b408d2f6,CAND_100351,REQ_2010,LinkedIn,Applied,2025-04-03 00:00:00,REC_100
2147ce17,CAND_100351,REQ_2010,LinkedIn,Phone Screen,2025-04-16 00:00:00,REC_100
962468d0,CAND_100352,REQ_2014,Tesla Careers Site,Applied,2025-07-01 00:00:00,REC_102
6a1e1038,CAND_100352,REQ_2014,Tesla Careers Site,Phone Screen,2025-07-04 00:00:00,REC_102
d7f9a336,CAND_100353,REQ_2038,Tesla Careers Site,Applied,2025-02-05 00:00:00,REC_100
91390d47,CAND_100353,REQ_2038,Tesla Careers Site,Phone Screen,2025-02-12 00:00:00,REC_100
e76b0d41,CAND_100353,REQ_2038,Tesla Careers Site,Technical Interview,2025-02-22 00:00:00,REC_100
657b2544,CAND_100353,REQ_2038,Tesla Careers Site,Offer Issued,2025-03-02 00:00:00,REC_100
13b0c3ad,CAND_100354,REQ_2030,LinkedIn,Applied,2025-02-21 00:00:00,REC_103
00dce86a,CAND_100355,REQ_2049,LinkedIn,Applied,2025-02-16 00:00:00,REC_100
c576645d,CAND_100356,REQ_2014,Tesla Careers Site,Applied,2025-06-28 00:00:00,REC_104
27c6f50b,CAND_100356,REQ_2014,Tesla Careers Site,Phone Screen,2025-07-11 00:00:00,REC_104
e4e7576d,CAND_100357,REQ_2048,LinkedIn,Applied,2025-01-21 00:00:00,REC_101
e65f9e58,CAND_100358,REQ_2005,Employee Referral,Applied,2025-07-06 00:00:00,REC_104
2375b9a6,CAND_100358,REQ_2005,Employee Referral,Phone Screen,2025-07-08 00:00:00,REC_104
4d24873b,CAND_100359,REQ_2007,LinkedIn,Applied,2025-04-20 00:00:00,REC_104
98aee6e1,CAND_100360,REQ_2010,Tesla Careers Site,Applied,2025-03-23 00:00:00,REC_104
b9e4458d,CAND_100361,REQ_2025,Employee Referral,Applied,2025-05-29 00:00:00,REC_100
d2031c67,CAND_100361,REQ_2025,Employee Referral,Phone Screen,2025-06-08 00:00:00,REC_100
e11e0845,CAND_100361,REQ_2025,Employee Referral,Technical Interview,2025-06-16 00:00:00,REC_100
6505f6f5,CAND_100361,REQ_2025,Employee Referral,Offer Issued,2025-06-20 00:00:00,REC_100
4171cc94,CAND_100362,REQ_2017,LinkedIn,Applied,2025-02-26 00:00:00,REC_103
baf57894,CAND_100363,REQ_2023,LinkedIn,Applied,2025-07-06 00:00:00,REC_100
244dee9a,CAND_100364,REQ_2044,Employee Referral,Applied,2025-03-01 00:00:00,REC_104
4d8636dd,CAND_100364,REQ_2044,Employee Referral,Phone Screen,2025-03-13 00:00:00,REC_104
3ab162ad,CAND_100364,REQ_2044,Employee Referral,Technical Interview,2025-03-28 00:00:00,REC_104
560a41c0,CAND_100365,REQ_2033,X (Twitter) Sourcing,Applied,2025-03-03 00:00:00,REC_104
7e514354,CAND_100366,REQ_2004,Employee Referral,Applied,2025-05-07 00:00:00,REC_104
1104002f,CAND_100367,REQ_2043,LinkedIn,Applied,2025-06-05 00:00:00,REC_101
75d0b9c3,CAND_100368,REQ_2018,Employee Referral,Applied,2025-05-30 00:00:00,REC_101
0188446a,CAND_100369,REQ_2009,LinkedIn,Applied,2025-04-14 00:00:00,REC_102
04fec622,CAND_100369,REQ_2009,LinkedIn,Phone Screen,2025-04-28 00:00:00,REC_102
5a529ade,CAND_100369,REQ_2009,LinkedIn,Technical Interview,2025-05-06 00:00:00,REC_102
e9f91ba5,CAND_100370,REQ_2034,LinkedIn,Applied,2025-03-05 00:00:00,REC_101
157e2f2a,CAND_100370,REQ_2034,LinkedIn,Phone Screen,2025-03-19 00:00:00,REC_101
07590655,CAND_100370,REQ_2034,LinkedIn,Technical Interview,2025-03-25 00:00:00,REC_101
8153db2e,CAND_100370,REQ_2034,LinkedIn,Offer Issued,2025-04-09 00:00:00,REC_101
0068e880,CAND_100371,REQ_2013,Employee Referral,Applied,2025-05-29 00:00:00,REC_102
f9d54333,CAND_100371,REQ_2013,Employee Referral,Phone Screen,2025-06-04 00:00:00,REC_102
8f8d92e5,CAND_100372,REQ_2025,Employee Referral,Applied,2025-05-23 00:00:00,REC_104
ffcbc466,CAND_100373,REQ_2012,LinkedIn,Applied,2025-06-28 00:00:00,REC_103
5589c6c4,CAND_100374,REQ_2024,LinkedIn,Applied,2025-05-05 00:00:00,REC_103
ac649481,CAND_100375,REQ_2038,Tesla Careers Site,Applied,2025-02-11 00:00:00,REC_102
54de1390,CAND_100376,REQ_2029,Employee Referral,Applied,2025-06-02 00:00:00,REC_103
6d49d083,CAND_100376,REQ_2029,Employee Referral,Phone Screen,2025-06-15 00:00:00,REC_103
3c5debe9,CAND_100377,REQ_2033,Employee Referral,Applied,2025-03-24 00:00:00,REC_101
823b85b4,CAND_100378,REQ_2004,LinkedIn,Applied,2025-05-09 00:00:00,REC_100
5b7f99c6,CAND_100378,REQ_2004,LinkedIn,Phone Screen,2025-05-18 00:00:00,REC_100
dca053a0,CAND_100378,REQ_2004,LinkedIn,Technical Interview,2025-05-28 00:00:00,REC_100
dcf9043d,CAND_100379,REQ_2009,LinkedIn,Applied,2025-04-26 00:00:00,REC_100
6fb1fbad,CAND_100379,REQ_2009,LinkedIn,Phone Screen,2025-05-05 00:00:00,REC_100
9b1bcae0,CAND_100380,REQ_2042,Tesla Careers Site,Applied,2025-02-27 00:00:00,REC_102
dbe9dff5,CAND_100380,REQ_2042,Tesla Careers Site,Phone Screen,2025-03-01 00:00:00,REC_102
d102e843,CAND_100380,REQ_2042,Tesla Careers Site,Technical Interview,2025-03-09 00:00:00,REC_102
ded00010,CAND_100381,REQ_2020,LinkedIn,Applied,2025-02-08 00:00:00,REC_104
bd2b66a0,CAND_100381,REQ_2020,LinkedIn,Phone Screen,2025-02-20 00:00:00,REC_104
4ef2038c,CAND_100382,REQ_2036,Employee Referral,Applied,2025-03-07 00:00:00,REC_100
0c49da76,CAND_100382,REQ_2036,Employee Referral,Phone Screen,2025-03-18 00:00:00,REC_100
37a19d03,CAND_100383,REQ_2006,University Recruiting,Applied,2025-04-08 00:00:00,REC_101
559e149d,CAND_100383,REQ_2006,University Recruiting,Phone Screen,2025-04-16 00:00:00,REC_101
75076432,CAND_100383,REQ_2006,University Recruiting,Technical Interview,2025-04-24 00:00:00,REC_101
6678f4e1,CAND_100384,REQ_2006,University Recruiting,Applied,2025-04-09 00:00:00,REC_103
3116c041,CAND_100384,REQ_2006,University Recruiting,Phone Screen,2025-04-11 00:00:00,REC_103
eed65d63,CAND_100384,REQ_2006,University Recruiting,Technical Interview,2025-04-21 00:00:00,REC_103
a8df21df,CAND_100385,REQ_2042,X (Twitter) Sourcing,Applied,2025-02-24 00:00:00,REC_102
ed314254,CAND_100386,REQ_2010,LinkedIn,Applied,2025-04-02 00:00:00,REC_102
948239c9,CAND_100386,REQ_2010,LinkedIn,Phone Screen,2025-04-08 00:00:00,REC_102
7453f560,CAND_100387,REQ_2023,LinkedIn,Applied,2025-07-08 00:00:00,REC_104
fd633ac2,CAND_100388,REQ_2019,Tesla Careers Site,Applied,2025-04-21 00:00:00,REC_103
ba686917,CAND_100389,REQ_2047,Tesla Careers Site,Applied,2025-03-30 00:00:00,REC_104
085eddf8,CAND_100389,REQ_2047,Tesla Careers Site,Phone Screen,2025-04-11 00:00:00,REC_104
5f93e04b,CAND_100390,REQ_2004,LinkedIn,Applied,2025-05-01 00:00:00,REC_102
14de94e3,CAND_100391,REQ_2040,Tesla Careers Site,Applied,2025-01-27 00:00:00,REC_104
4872722e,CAND_100391,REQ_2040,Tesla Careers Site,Phone Screen,2025-02-09 00:00:00,REC_104
d57e329f,CAND_100392,REQ_2030,University Recruiting,Applied,2025-02-10 00:00:00,REC_103
17ad22bd,CAND_100392,REQ_2030,University Recruiting,Phone Screen,2025-02-19 00:00:00,REC_103
15ecd484,CAND_100393,REQ_2000,LinkedIn,Applied,2025-07-06 00:00:00,REC_104
7f6eebf8,CAND_100393,REQ_2000,LinkedIn,Phone Screen,2025-07-18 00:00:00,REC_104
804c0837,CAND_100393,REQ_2000,LinkedIn,Technical Interview,2025-07-26 00:00:00,REC_104
649f770e,CAND_100393,REQ_2000,LinkedIn,Offer Issued,2025-08-05 00:00:00,REC_104
086b5510,CAND_100394,REQ_2024,LinkedIn,Applied,2025-05-05 00:00:00,REC_100
6b26b96f,CAND_100395,REQ_2048,LinkedIn,Applied,2025-01-27 00:00:00,REC_101
fff37b94,CAND_100396,REQ_2028,LinkedIn,Applied,2025-02-08 00:00:00,REC_101
0dfa30b6,CAND_100397,REQ_2008,Employee Referral,Applied,2025-04-18 00:00:00,REC_103
ff6187f2,CAND_100397,REQ_2008,Employee Referral,Phone Screen,2025-05-02 00:00:00,REC_103
71b27141,CAND_100397,REQ_2008,Employee Referral,Technical Interview,2025-05-17 00:00:00,REC_103
ca644484,CAND_100398,REQ_2016,Employee Referral,Applied,2025-06-05 00:00:00,REC_100
a3ba6863,CAND_100399,REQ_2005,LinkedIn,Applied,2025-07-06 00:00:00,REC_103
b04bca9c,CAND_100399,REQ_2005,LinkedIn,Phone Screen,2025-07-15 00:00:00,REC_103
d8a3912f,CAND_100399,REQ_2005,LinkedIn,Technical Interview,2025-07-28 00:00:00,REC_103
9f56b8b6,CAND_100400,REQ_2046,Employee Referral,Applied,2025-05-07 00:00:00,REC_104
e0026db9,CAND_100401,REQ_2020,Tesla Careers Site,Applied,2025-02-09 00:00:00,REC_101
acc2fe24,CAND_100402,REQ_2028,LinkedIn,Applied,2025-02-12 00:00:00,REC_100
e669acad,CAND_100402,REQ_2028,LinkedIn,Phone Screen,2025-02-24 00:00:00,REC_100
377414f2,CAND_100402,REQ_2028,LinkedIn,Technical Interview,2025-03-02 00:00:00,REC_100
b858cb4d,CAND_100403,REQ_2047,Tesla Careers Site,Applied,2025-04-01 00:00:00,REC_104
db55de52,CAND_100403,REQ_2047,Tesla Careers Site,Phone Screen,2025-04-04 00:00:00,REC_104
20a9e417,CAND_100404,REQ_2021,Employee Referral,Applied,2025-06-07 00:00:00,REC_103
ff629010,CAND_100405,REQ_2030,LinkedIn,Applied,2025-02-15 00:00:00,REC_100
222f9913,CAND_100405,REQ_2030,LinkedIn,Phone Screen,2025-02-25 00:00:00,REC_100
a4474fb8,CAND_100405,REQ_2030,LinkedIn,Technical Interview,2025-03-10 00:00:00,REC_100
6dcf96d5,CAND_100406,REQ_2033,Tesla Careers Site,Applied,2025-03-18 00:00:00,REC_102
18504bc0,CAND_100406,REQ_2033,Tesla Careers Site,Phone Screen,2025-03-28 00:00:00,REC_102
ffb14915,CAND_100407,REQ_2014,X (Twitter) Sourcing,Applied,2025-06-27 00:00:00,REC_102
fd2bb830,CAND_100407,REQ_2014,X (Twitter) Sourcing,Phone Screen,2025-07-06 00:00:00,REC_102
33a4ae9d,CAND_100408,REQ_2036,,Applied,2025-03-08 00:00:00,REC_100
b2d7fa8b,CAND_100408,REQ_2036,,Phone Screen,2025-03-11 00:00:00,REC_100
c4917709,CAND_100408,REQ_2036,,Technical Interview,2025-03-25 00:00:00,REC_100
0756a799,CAND_100409,REQ_2047,Employee Referral,Applied,2025-04-03 00:00:00,REC_100
f4b5c484,CAND_100409,REQ_2047,Employee Referral,Phone Screen,2025-04-05 00:00:00,REC_100
52f73dbb,CAND_100409,REQ_2047,Employee Referral,Technical Interview,2025-04-08 00:00:00,REC_100
aa49bf63,CAND_100409,REQ_2047,Employee Referral,Offer Issued,2025-04-23 00:00:00,REC_100
bdbbb377,CAND_100409,REQ_2047,Employee Referral,Hired,2025-04-27 00:00:00,REC_100
7dfe691c,CAND_100410,REQ_2001,University Recruiting,Applied,2025-02-26 00:00:00,REC_102
0cb457f0,CAND_100410,REQ_2001,University Recruiting,Phone Screen,2025-02-28 00:00:00,REC_102
0df6766c,CAND_100410,REQ_2001,University Recruiting,Technical Interview,2025-03-02 00:00:00,REC_102
062daf24,CAND_100411,REQ_2004,University Recruiting,Applied,2025-05-05 00:00:00,REC_101
ad75855a,CAND_100412,REQ_2029,University Recruiting,Applied,2025-06-18 00:00:00,REC_101
2813a681,CAND_100413,REQ_2033,Employee Referral,Applied,2025-03-16 00:00:00,REC_103
79d97432,CAND_100414,REQ_2028,LinkedIn,Applied,2025-02-16 00:00:00,REC_103
e75abdf7,CAND_100414,REQ_2028,LinkedIn,Phone Screen,2025-03-02 00:00:00,REC_103
dc888de4,CAND_100415,REQ_2035,LinkedIn,Applied,2025-03-11 00:00:00,REC_100
ad6d0f40,CAND_100415,REQ_2035,LinkedIn,Phone Screen,2025-03-20 00:00:00,REC_100
54982494,CAND_100416,REQ_2003,LinkedIn,Applied,2025-06-24 00:00:00,REC_102
7833f052,CAND_100416,REQ_2003,LinkedIn,Phone Screen,2025-06-29 00:00:00,REC_102
e3a6130c,CAND_100416,REQ_2003,LinkedIn,Technical Interview,2025-07-11 00:00:00,REC_102
2acbaf7b,CAND_100417,REQ_2032,University Recruiting,Applied,2025-04-24 00:00:00,REC_104
03e17662,CAND_100418,REQ_2028,LinkedIn,Applied,2025-02-12 00:00:00,REC_103
780370f5,CAND_100419,REQ_2028,Employee Referral,Applied,2025-02-07 00:00:00,REC_103
494f6644,CAND_100419,REQ_2028,Employee Referral,Phone Screen,2025-02-13 00:00:00,REC_103
86f71d23,CAND_100419,REQ_2028,Employee Referral,Technical Interview,2025-02-15 00:00:00,REC_103
e8ae9fb2,CAND_100420,REQ_2018,Employee Referral,Applied,2025-06-02 00:00:00,REC_104
b8ffcccb,CAND_100421,REQ_2045,Employee Referral,Applied,2025-02-01 00:00:00,REC_103
5f97c3e4,CAND_100421,REQ_2045,Employee Referral,Phone Screen,2025-02-09 00:00:00,REC_103
398fd6f4,CAND_100421,REQ_2045,Employee Referral,Technical Interview,2025-02-11 00:00:00,REC_103
a31bb8fb,CAND_100422,REQ_2000,Tesla Careers Site,Applied,2025-07-03 00:00:00,REC_100
cf9a94e7,CAND_100422,REQ_2000,Tesla Careers Site,Phone Screen,2025-07-08 00:00:00,REC_100
ce6f16b7,CAND_100423,REQ_2013,Tesla Careers Site,Applied,2025-05-25 00:00:00,REC_103
e4f38778,CAND_100423,REQ_2013,Tesla Careers Site,Phone Screen,2025-06-04 00:00:00,REC_103
4a0a74d4,CAND_100423,REQ_2013,Tesla Careers Site,Technical Interview,2025-06-18 00:00:00,REC_103
48c991c2,CAND_100424,REQ_2003,Tesla Careers Site,Applied,2025-06-17 00:00:00,REC_103
12368515,CAND_100425,REQ_2023,LinkedIn,Applied,2025-07-02 00:00:00,REC_102
297cab79,CAND_100425,REQ_2023,LinkedIn,Phone Screen,2025-07-04 00:00:00,REC_102
f735aae8,CAND_100426,REQ_2029,University Recruiting,Applied,2025-06-07 00:00:00,REC_103
2aec527e,CAND_100427,REQ_2032,LinkedIn,Applied,2025-04-25 00:00:00,REC_103
a08ea80c,CAND_100427,REQ_2032,LinkedIn,Phone Screen,2025-04-27 00:00:00,REC_103
3bfc2cc2,CAND_100427,REQ_2032,LinkedIn,Technical Interview,2025-05-09 00:00:00,REC_103
6095911e,CAND_100428,REQ_2009,University Recruiting,Applied,2025-04-15 00:00:00,REC_104
e642a42b,CAND_100428,REQ_2009,University Recruiting,Phone Screen,2025-04-24 00:00:00,REC_104
49a78508,CAND_100429,REQ_2025,LinkedIn,Applied,2025-05-23 00:00:00,REC_100
0ebb6f35,CAND_100429,REQ_2025,LinkedIn,Phone Screen,2025-06-05 00:00:00,REC_100
ad30ace0,CAND_100430,REQ_2014,Tesla Careers Site,Applied,2025-07-01 00:00:00,REC_101
e4ce27dc,CAND_100430,REQ_2014,Tesla Careers Site,Phone Screen,2025-07-09 00:00:00,REC_101
ec00119e,CAND_100430,REQ_2014,Tesla Careers Site,Technical Interview,2025-07-20 00:00:00,REC_101
ab2ae518,CAND_100430,REQ_2014,Tesla Careers Site,Offer Issued,2025-08-02 00:00:00,REC_101
5fad7f85,CAND_100431,REQ_2047,Tesla Careers Site,Applied,2025-03-30 00:00:00,REC_102
